year,id,name,surface,held
2013,W-INT-AUT-01A-2013,Bad Gastein                                                                                         ,Clay,2013-07-15
2010,D070,Fed Cup G1 RRC: HUN vs LAT                                                                          ,Hard,2010-02-03
2019,W-FC-2019-G1-EPA-B-B-M-SRB-TUR-01,Fed Cup G1 RR: SRB vs TUR                                                                           ,Hard,2019-02-07
2019,M024,Cincinnati                                                                                          ,Hard,2019-08-12
2016,W-FC-2016-G1-AO-REL-UZB-KOR-01,Fed Cup G1 REL: UZB vs KOR                                                                          ,Hard,2016-02-06
2013,D050,Fed Cup G1 RRB: POR vs BIH                                                                          ,Hard,2013-02-09
2019,W-FC-2019-G1-AO-A-M-KAZ-IND-01,Fed Cup G1 RR: KAZ vs IND                                                                           ,Hard,2019-02-08
2011,D089,Fed Cup G1 PO: DEN vs GRE                                                                           ,Hard,2011-02-05
2012,D111,Fed Cup G3 RRA: ARM vs KEN                                                                          ,Clay,2012-04-16
2019,W-FC-2019-G1-EPA-B-PPO-GBR-SRB-01,Fed Cup G1 PPO: GBR vs SRB                                                                          ,Hard,2019-02-09
2013,W-PM-USA-02A-2013,Miami                                                                                               ,Hard,2013-03-18
2016,W-FC-2016-G2-AO-B-M-INA-MAS-01,Fed Cup G2 RR: INA vs MAS                                                                           ,Hard,2016-04-15
2012,D092,Fed Cup G2 PO: PAK vs OMA                                                                           ,Hard,2012-02-04
2013,W-PR-AUS-02A-2013,Sydney                                                                                              ,Hard,2013-01-07
2018,W-FC-2018-G2-AO-B-M-PHI-KGZ-01,Fed Cup G2 RR: PHI vs KGZ                                                                           ,Hard,2018-02-06
2016,1024,Seoul                                                                                               ,Hard,2016-09-19
2018,W-FC-2018-G1-AM-PP3-4-COL-ARG-01,Fed Cup G1 PM: COL vs ARG                                                                           ,Clay,2018-02-10
2019,W-FC-2019-G1-AM-B-M-ARG-PUR-01,Fed Cup G1 RR: ARG vs PUR                                                                           ,Clay,2019-02-06
2011,W-INT-USA-02A-2011,Washington                                                                                          ,Hard,2011-07-25
2011,W-PR-BEL-01A-2011,Brussels                                                                                            ,Clay,2011-05-16
2018,0718,Dubai                                                                                               ,Hard,2018-02-19
2018,M014,Moscow                                                                                              ,Hard,2018-10-15
2015,W-P700-USA-02A-2015,New Haven                                                                                           ,Hard,2015-08-24
2019,1090,Bol                                                                                                 ,Clay,2019-06-03
2013,W-INT-CHN-02A-2013,Guangzhou                                                                                           ,Hard,2013-09-16
2013,D021,Fed Cup G1 RRA: COL vs VEN                                                                          ,Clay,2013-02-06
2013,D084,Fed Cup G2 RRB: KGZ vs MAS                                                                          ,Hard,2013-02-05
2017,W-FC-2017-G1-AM-B-M-BRA-CHI-01,Fed Cup G1 RR: BRA vs CHI                                                                           ,Hard,2017-02-10
2016,W-FC-2016-G2-AO-B-M-PAK-SRI-01,Fed Cup G2 RR: PAK vs SRI                                                                           ,Hard,2016-04-15
2014,W-WT-SIN-01A-2014,WTA Finals                                                                                          ,Hard,2014-10-20
2013,W-PR-USA-03A-2013,Cincinnati                                                                                          ,Hard,2013-08-12
2013,D031,Fed Cup G1 RRA: KAZ vs THA                                                                          ,Hard,2013-02-07
2011,D020,Fed Cup G1 RRA: SUI vs GBR                                                                          ,Hard,2011-02-02
2010,D054,Fed Cup G1 RRA: ISR vs NED                                                                          ,Hard,2010-02-05
2015,W-SL-USA-01A-2015,US Open                                                                                             ,Hard,2015-08-31
2011,D099,Fed Cup G3 RRA: ALG vs LTU                                                                          ,Clay,2011-05-06
2017,0405,Tokyo                                                                                               ,Hard,2017-09-11
2011,D103,Fed Cup G3 RRB: NOR vs IRL                                                                          ,Clay,2011-05-03
2014,W-PR-USA-01A-2014,Charleston                                                                                          ,Clay,2014-03-31
